x,y,z,vx,vy,vz,svx,svy,svz,ox,oy,oz
0.249086,-0.0257496,0.307484,0.11409,-0.0504511,0.64657,-0.495432,0.151016,0.962578,-0.493355,1.48533,4944.66
0.250303,-0.0262457,0.313733,0.124619,-0.0508024,0.639896,-0.501517,0.153496,0.931333,-0.499326,1.53405,4943.53
0.251519,-0.0267164,0.319992,0.124448,-0.0482014,0.640872,-0.507593,0.15585,0.900041,-0.498657,1.54753,4926.12
0.252687,-0.0272097,0.326215,0.108801,-0.0459258,0.579332,-0.513437,0.158316,0.868924,-0.49681,1.50702,4951.37
0.253857,-0.0277897,0.332482,0.119736,-0.0593866,0.641687,-0.519283,0.161216,0.837592,-0.553747,1.58453,4884.22
0.255065,-0.0282117,0.338662,0.123697,-0.0432146,0.63291,-0.525323,0.163326,0.806688,-0.500691,1.60477,4885.25
0.256263,-0.0287464,0.344819,0.122717,-0.0547529,0.630472,-0.531315,0.166,0.775903,-0.554446,1.61914,4870.1
0.257425,-0.0292974,0.351012,0.118961,-0.056426,0.634113,-0.537124,0.168755,0.744941,-0.561619,1.62856,4851.76
0.258655,-0.0297688,0.357174,0.114508,-0.043882,0.5736,-0.543274,0.171112,0.714132,-0.525313,1.62402,4876.99
0.259845,-0.03028,0.363252,0.121832,-0.0523415,0.622433,-0.549223,0.173668,0.68374,-0.571482,1.68365,4819.59
0.261063,-0.0308666,0.369345,0.124805,-0.0600735,0.623972,-0.555317,0.176601,0.653273,-0.598923,1.70654,4811.64
0.262196,-0.03134,0.375311,0.115973,-0.048477,0.610892,-0.56098,0.178968,0.623444,-0.564358,1.69323,4805.78
0.263354,-0.0318893,0.381258,0.107794,-0.0511312,0.553628,-0.56677,0.181714,0.593708,-0.583995,1.68056,4826.59
0.26461,-0.0323626,0.387222,0.128622,-0.0484631,0.610629,-0.57305,0.184081,0.563892,-0.587694,1.78899,4764.54
0.265806,-0.0328806,0.393221,0.122476,-0.0530434,0.614294,-0.57903,0.186671,0.533897,-0.611428,1.77469,4756.67
0.267025,-0.0334317,0.399143,0.124777,-0.0564365,0.606494,-0.585123,0.189426,0.504283,-0.627552,1.80456,4747.85
0.268256,-0.0339618,0.404958,0.114663,-0.0493487,0.541287,-0.591282,0.192077,0.47521,-0.606499,1.77693,4775.08
0.269426,-0.0344759,0.410762,0.119769,-0.0526379,0.594385,-0.59713,0.194647,0.446188,-0.635435,1.83669,4714.74
0.270707,-0.0350093,0.416517,0.131195,-0.0546219,0.589246,-0.603536,0.197314,0.417416,-0.646848,1.88722,4712.95
0.271932,-0.0354937,0.422172,0.125403,-0.049609,0.57908,-0.609659,0.199736,0.38914,-0.63681,1.88042,4704.79
0.273171,-0.0360353,0.42774,0.115359,-0.0504168,0.518355,-0.615855,0.202444,0.361299,-0.646042,1.8585,4729.31
0.274329,-0.0365718,0.433342,0.118591,-0.0549404,0.573593,-0.621645,0.205127,0.333292,-0.675587,1.91376,4668.71
0.275498,-0.0370967,0.438872,0.11973,-0.0537403,0.566284,-0.627492,0.207751,0.305641,-0.675564,1.93028,4669.21
0.276709,-0.0376389,0.444328,0.123981,-0.0555248,0.558765,-0.633545,0.210462,0.278358,-0.690556,1.963,4659.53
0.277879,-0.0381687,0.449733,0.108953,-0.0493199,0.50311,-0.639397,0.213111,0.251335,-0.673285,1.91852,4681.46
0.279052,-0.0387094,0.455077,0.12002,-0.0553688,0.547272,-0.645258,0.215815,0.224613,-0.711235,1.99993,4629.87
0.280202,-0.0393152,0.460339,0.117844,-0.0620338,0.538773,-0.651012,0.218844,0.198306,-0.737046,2.00072,4629.96
0.281357,-0.0398714,0.465509,0.11821,-0.0569553,0.529385,-0.656784,0.221625,0.172457,-0.724724,2.02179,4622
0.282517,-0.0404174,0.470588,0.108032,-0.0508243,0.472873,-0.662586,0.224355,0.147058,-0.711779,1.99403,4645.04
0.283618,-0.0409824,0.475695,0.112683,-0.0578629,0.522885,-0.668088,0.22718,0.121527,-0.754571,2.05364,4589.9
0.284724,-0.0415805,0.480716,0.113336,-0.0612423,0.514151,-0.673622,0.23017,0.0964217,-0.768756,2.06649,4591.77
0.28583,-0.0420934,0.485537,0.113257,-0.0525211,0.493707,-0.679152,0.232735,0.0723149,-0.744545,2.08017,4592.1
0.286914,-0.0426717,0.490374,0.110928,-0.0592186,0.495313,-0.684569,0.235626,0.0481297,-0.782618,2.0943,4575.53
