x,y,z,vx,vy,vz,svx,svy,svz,ox,oy,oz
0.184075,0.0252635,-0.00482923,18.8493,2.58698,-0.494513,-0.170375,-0.10405,2.52415,7.25536,35.715,6000
0.184075,0.025272,-0.00482537,1.67847e-05,0.00087204,0.000395584,-0.170376,-0.104092,2.52413,-1.0698,-8.8295,6000
0.184089,0.0252725,-0.00483638,0.00131364,4.40424e-05,-0.00102546,-0.170447,-0.104095,2.52418,0.206849,0.345043,6000
0.184094,0.0252714,-0.00484026,0.000483704,-0.0001091,-0.000397587,-0.17047,-0.104089,2.5242,0.206857,0.342511,6000
0.184082,0.0252791,-0.00483892,-0.00126495,0.00078125,0.000137663,-0.170409,-0.104127,2.52419,0.20925,0.338471,6000
0.184073,0.0252686,-0.00483841,-0.000933838,-0.00107327,5.19276e-05,-0.170363,-0.104075,2.52419,0.204103,0.340068,6000
0.184069,0.0252635,-0.0048311,-0.000330145,-0.000475277,0.000680447,-0.170345,-0.10405,2.52416,0.206446,0.341403,6000
0.184066,0.0252675,-0.00483422,-0.000299072,0.000413895,-0.000319386,-0.170331,-0.10407,2.52417,0.208427,0.341166,6000
0.184068,0.025268,-0.00483469,0.000241089,5.45502e-05,-4.82559e-05,-0.170342,-0.104072,2.52417,0.207134,0.342565,6000
0.184065,0.0252678,-0.00483035,-0.000357056,-2.91824e-05,0.000444937,-0.170325,-0.104071,2.52415,0.207121,0.34082,6000
0.184079,0.0252703,-0.00482211,0.00127896,0.000231656,0.000767274,-0.170394,-0.104083,2.52411,0.207847,0.345286,6000
0.184091,0.0252725,-0.00482859,0.00127716,0.000232887,-0.000663471,-0.170456,-0.104095,2.52414,0.207737,0.344652,6000
0.184091,0.0252714,-0.00483102,-4.42505e-05,-0.000112152,-0.000249767,-0.170454,-0.104089,2.52416,0.206899,0.341409,6000
0.184088,0.025288,-0.00483479,-0.000273132,0.00169563,-0.000386,-0.170441,-0.104172,2.52417,0.211744,0.341466,6000
0.184083,0.0252697,-0.00484064,-0.000464699,-0.00170396,-0.000544158,-0.170416,-0.104081,2.5242,0.202379,0.341081,6000
0.184079,0.025266,-0.00484077,-0.000469971,-0.000377274,-1.297e-05,-0.170393,-0.104062,2.5242,0.207172,0.341152,6000
0.184073,0.0252627,-0.00482936,-0.000526428,-0.00033493,0.00116782,-0.170367,-0.104046,2.52415,0.206643,0.341029,6000
0.184069,0.0252709,-0.00481654,-0.000436401,0.000831604,0.00131268,-0.170346,-0.104086,2.52408,0.209623,0.341259,6000
0.184076,0.0252763,-0.0048288,0.00065918,0.00055809,-0.00125484,-0.170378,-0.104114,2.52414,0.208384,0.343932,6000
0.184076,0.025277,-0.00483513,5.9648e-05,6.77976e-05,-0.000589631,-0.170381,-0.104117,2.52418,0.20737,0.342017,6000
0.184086,0.0252649,-0.00482934,0.00101929,-0.00123711,0.000593281,-0.170431,-0.104057,2.52415,0.204253,0.344835,6000
0.184086,0.0252746,-0.00483607,-5.18799e-05,0.000985146,-0.000689554,-0.170428,-0.104105,2.52418,0.210495,0.34166,6000
0.184086,0.0252632,-0.00482539,7.78198e-05,-0.00116119,0.00109363,-0.170432,-0.104048,2.52413,0.204024,0.342615,6000
0.184083,0.0252613,-0.00483916,-0.00029824,-0.000184146,-0.00128156,-0.170416,-0.104038,2.5242,0.207385,0.34152,6000
0.184079,0.0252622,-0.00484146,-0.000428772,9.68933e-05,-0.000236177,-0.170395,-0.104043,2.52421,0.207717,0.341403,6000
0.18409,0.0252603,-0.00484709,0.00117188,-0.000195885,-0.000576496,-0.170452,-0.104034,2.52424,0.206833,0.345568,6000
0.184077,0.0252749,-0.00484976,-0.00137787,0.00149155,-0.00027256,-0.170385,-0.104106,2.52425,0.211347,0.338347,6000
0.18408,0.0252646,-0.00483356,0.000251076,-0.000953501,0.00150763,-0.170399,-0.104055,2.52417,0.204501,0.343687,6000
0.184087,0.0252724,-0.00483207,0.000776672,0.000802803,0.000153065,-0.170436,-0.104094,2.52416,0.210004,0.344312,6000
0.184079,0.0252632,-0.0048308,-0.000846863,-0.000950813,0.000130129,-0.170395,-0.104048,2.52415,0.204717,0.339969,6000
0.1841,0.0252674,-0.00483559,0.0021698,0.000429344,-0.000491285,-0.170501,-0.104069,2.52418,0.209045,0.348478,6000
0.1841,0.0252651,-0.00483658,2.63561e-05,-0.000207901,-9.2203e-05,-0.170502,-0.104058,2.52418,0.206825,0.341825,6000
0.184095,0.0252604,-0.00484216,-0.000559998,-0.000487137,-0.000570679,-0.170475,-0.104034,2.52421,0.206364,0.341255,6000
0.184102,0.0252693,-0.00484051,0.000727844,0.000919724,0.0001688,-0.170511,-0.104079,2.5242,0.210127,0.344874,6000
0.184088,0.0252545,-0.00483107,-0.00149536,-0.00152493,0.000966406,-0.170438,-0.104004,2.52416,0.203239,0.338618,6000
0.184086,0.0252616,-0.00483483,-0.000188654,0.000665838,-0.000350042,-0.170427,-0.10404,2.52417,0.209835,0.34284,6000
0.184084,0.0252628,-0.00482267,-0.000140381,0.000123596,0.00124521,-0.170421,-0.104046,2.52411,0.207593,0.342471,6000
0.184087,0.0252778,-0.00482513,0.000289917,0.00153637,-0.000252342,-0.170435,-0.104121,2.52413,0.211494,0.343499,6000
0.184084,0.0252622,-0.00481531,-0.000318909,-0.00160084,0.00100627,-0.170419,-0.104043,2.52408,0.202895,0.341832,6000
0.18408,0.0252631,-0.00481421,-0.000323209,8.06288e-05,0.000102563,-0.170402,-0.104047,2.52407,0.208524,0.342063,6000
0.184099,0.0252665,-0.00481934,0.00195465,0.000354195,-0.00052557,-0.170497,-0.104065,2.5241,0.208505,0.347934,6000
0.184085,0.0252614,-0.00484087,-0.00147247,-0.000522995,-0.00220432,-0.170425,-0.104039,2.5242,0.206116,0.33812,6000
0.184088,0.025254,-0.00483662,0.000317383,-0.000759888,0.000434923,-0.170441,-0.104002,2.52418,0.205962,0.344406,6000
0.18409,0.0252665,-0.00484436,0.000216675,0.00128136,-0.000792694,-0.170451,-0.104065,2.52422,0.211255,0.343262,6000
0.18409,0.0252604,-0.00483707,-6.65838e-05,-0.000563015,0.000678192,-0.170448,-0.104034,2.52419,0.205753,0.342705,6000
0.184085,0.0252587,-0.00482109,-0.000468445,-0.000177383,0.00163636,-0.170425,-0.104026,2.52411,0.207538,0.341834,6000
0.184082,0.0252582,-0.00482085,-0.000280762,-5.45502e-05,2.5177e-05,-0.170411,-0.104023,2.5241,0.207624,0.342422,6000
0.184078,0.0252643,-0.00481985,-0.000482178,0.000626755,0.000102282,-0.170388,-0.104054,2.5241,0.209348,0.341826,6000
0.184069,0.0252666,-0.00482418,-0.000822587,0.000209288,-0.000403318,-0.170344,-0.104065,2.52412,0.208024,0.34101,6000
0.184077,0.0252546,-0.00483568,0.000816345,-0.00122528,-0.00117755,-0.170383,-0.104005,2.52418,0.204516,0.345317,6000
0.18409,0.0252543,-0.00484819,0.00133057,-2.91824e-05,-0.00128102,-0.170448,-0.104004,2.52424,0.208201,0.34596,6000
0.184094,0.025253,-0.00484226,0.000469971,-0.000136948,0.0006073,-0.170471,-0.103997,2.52421,0.207401,0.343713,6000
0.184095,0.0252551,-0.00484056,0.000101263,0.000201832,0.000158093,-0.170477,-0.104008,2.5242,0.208298,0.34323,6000
0.184096,0.0252563,-0.00483345,2.89917e-05,0.000119972,0.000728655,-0.170478,-0.104014,2.52417,0.207989,0.343266,6000
0.184096,0.0252555,-0.0048317,3.66211e-05,-8.71658e-05,0.000179005,-0.17048,-0.104009,2.52416,0.207503,0.343322,6000
0.18408,0.0252622,-0.00484988,-0.00163727,0.000689697,-0.00186162,-0.1704,-0.104043,2.52425,0.209573,0.338942,6000
0.184087,0.02526,-0.00484697,0.00068942,-0.000207034,0.00027093,-0.170437,-0.104032,2.52424,0.207059,0.345641,6000
0.184077,0.0252609,-0.00484459,-0.00109711,9.53674e-05,0.000243902,-0.170384,-0.104037,2.52422,0.208219,0.34007,6000
0.184079,0.0252766,-0.00482957,0.000219727,0.00160732,0.00153718,-0.170394,-0.104115,2.52415,0.21204,0.344309,6000
0.184063,0.0252623,-0.00482323,-0.00161896,-0.00146809,0.000650024,-0.170315,-0.104043,2.52412,0.203497,0.338918,6000
0.184063,0.0252628,-0.00484427,-5.54865e-06,5.39259e-05,-0.00195941,-0.170315,-0.104046,2.52422,0.208672,0.343686,6000
0.18409,0.0252579,-0.00484941,0.00278625,-0.000501061,-0.000525665,-0.170451,-0.104022,2.52425,0.206635,0.350298,6000
0.184088,0.0252511,-0.00483275,-0.000228882,-0.000699234,0.00170617,-0.17044,-0.103988,2.52416,0.206401,0.341519,6000
0.184111,0.0252671,-0.00484545,0.00232239,0.00163555,-0.00130033,-0.170553,-0.104068,2.52423,0.212398,0.349437,6000
0.184088,0.0253157,-0.00483727,-0.00214733,0.00452406,0.000761292,-0.170438,-0.104311,2.52419,0.218899,0.33718,6000
0.184062,0.0253385,-0.00480631,-0.00266418,0.00234032,0.00317006,-0.170308,-0.104425,2.52403,0.212484,0.337701,6000
0.184052,0.0253655,-0.00480612,-0.000996399,0.0027607,1.93596e-05,-0.170259,-0.10456,2.52403,0.214779,0.341888,6000
0.184007,0.0254139,-0.00476457,-0.0045639,0.00495491,0.00425472,-0.170036,-0.104802,2.52382,0.22066,0.331977,6000
0.183967,0.0254278,-0.0046905,-0.00410614,0.00142174,0.00758495,-0.169836,-0.104871,2.52345,0.211013,0.334564,6000
0.183874,0.025442,-0.00441963,-0.00863093,0.00132179,0.025215,-0.169372,-0.104942,2.5221,0.213049,0.323004,6000
0.183771,0.0255077,-0.00393439,-0.0105637,0.00673084,0.0496888,-0.168856,-0.105271,2.51967,0.227829,0.319968,6000
0.18368,0.0255155,-0.00324067,-0.00939178,0.000798798,0.0710374,-0.168398,-0.10531,2.5162,0.210874,0.323595,6000
0.183622,0.0255195,-0.0023678,-0.00592499,0.0004076,0.0893818,-0.168108,-0.10533,2.51184,0.213225,0.331766,6000
0.183566,0.0255684,-0.0011235,-0.00516996,0.00455163,0.115833,-0.167831,-0.105574,2.50562,0.224801,0.332376,5999.37
0.183385,0.0256175,0.000407739,-0.0185059,0.00503063,0.156799,-0.166927,-0.10582,2.49796,0.225708,0.29803,5971.95
0.183286,0.0256667,0.00217758,-0.0101715,0.00503368,0.181232,-0.166431,-0.106065,2.48911,0.226526,0.325456,5958.03
0.183209,0.0257776,0.00425999,-0.00789337,0.0113617,0.213239,-0.166045,-0.10662,2.4787,0.244646,0.327625,5935.4
0.183066,0.0258134,0.006591,-0.0133209,0.00332815,0.216996,-0.16533,-0.106799,2.46705,0.221916,0.311654,5932.59
0.182918,0.0258838,0.00923914,-0.0151688,0.00721493,0.27117,-0.164589,-0.107151,2.4538,0.237872,0.310142,5889.97
0.182814,0.0260226,0.0121124,-0.0106155,0.0142061,0.294226,-0.164071,-0.107845,2.43944,0.255901,0.322453,5876.45
0.182737,0.0261371,0.0152892,-0.00787354,0.011725,0.325296,-0.163686,-0.108417,2.42355,0.248282,0.327867,5851.46
0.182665,0.0262509,0.0187036,-0.00669029,0.0105972,0.31785,-0.163327,-0.108987,2.40648,0.247786,0.328689,5853.22
0.18253,0.0264048,0.02238,-0.0138702,0.0157587,0.376471,-0.16265,-0.109756,2.3881,0.265495,0.310903,5803.28
0.18251,0.0266089,0.0262457,-0.00208435,0.0209009,0.395844,-0.162548,-0.110777,2.36877,0.279032,0.3458,5790.52
0.182398,0.0268007,0.0303913,-0.0114594,0.0196358,0.424513,-0.161988,-0.111735,2.34804,0.276403,0.315672,5764.09
0.182362,0.0270371,0.0347793,-0.00329312,0.022012,0.40848,-0.161811,-0.112918,2.3261,0.285436,0.340865,5768.7
0.182361,0.027215,0.0392673,-0.000120544,0.0182209,0.45957,-0.161806,-0.113807,2.30366,0.278617,0.348329,5720.51
0.182337,0.0274259,0.044004,-0.00244141,0.021592,0.485033,-0.161686,-0.114862,2.27998,0.292752,0.341567,5700.14
0.182386,0.0276476,0.048955,0.00498657,0.022706,0.506984,-0.16193,-0.11597,2.25523,0.297532,0.364459,5677.31
0.182362,0.0278771,0.0539936,-0.00220698,0.021363,0.469048,-0.161811,-0.117118,2.23003,0.295058,0.340618,5693.6
0.182518,0.0281044,0.0591931,0.0159012,0.0232708,0.532428,-0.162588,-0.118254,2.20403,0.306501,0.398029,5631.98
0.182711,0.0283697,0.0644985,0.0198547,0.0271681,0.543272,-0.163557,-0.119581,2.17751,0.319384,0.402011,5622.17
0.182909,0.028549,0.0700027,0.0202271,0.0183634,0.563631,-0.164545,-0.120477,2.14999,0.296987,0.404947,5596.52
0.183163,0.0287353,0.0755511,0.0259781,0.0190699,0.568163,-0.165813,-0.121408,2.12224,0.306276,0.42406,5583.11
0.183429,0.0289027,0.0811772,0.0247706,0.015583,0.523736,-0.167144,-0.122245,2.09411,0.297606,0.419522,5599.3
0.183713,0.0290449,0.0869663,0.0290833,0.0145679,0.592806,-0.168564,-0.122957,2.06517,0.301749,0.440171,5531.31
0.184088,0.0292396,0.0927701,0.0384705,0.0199314,0.59431,-0.170442,-0.12393,2.03615,0.319306,0.467973,5527.55
0.184435,0.0293412,0.0986519,0.0354691,0.0104101,0.602294,-0.172174,-0.124438,2.00674,0.292611,0.460249,5507.74
0.184812,0.0294373,0.104625,0.0351146,0.00894789,0.55608,-0.17406,-0.124919,1.97687,0.293911,0.463622,5524.83
0.185209,0.0295641,0.110663,0.0405991,0.0129787,0.618214,-0.176043,-0.125553,1.94669,0.310661,0.488833,5460.65
0.185612,0.0296051,0.116789,0.0413208,0.00419922,0.627315,-0.17806,-0.125758,1.91606,0.28525,0.493362,5449.72
0.18603,0.0296989,0.122971,0.0428223,0.00960236,0.633096,-0.180151,-0.126227,1.88514,0.307023,0.503439,5431.97
0.186474,0.0297711,0.129235,0.0413333,0.00672254,0.583105,-0.182371,-0.126588,1.85382,0.296058,0.501822,5450.43
