0.178971,0.0259361,-0.00459594,18.3266,2.65586,-0.470624,-0.144854,-0.107413,2.52298,7.39823,34.9723,6000
0.178973,0.0259313,-0.00460641,0.000236511,-0.000491333,-0.00107241,-0.144866,-0.107389,2.52303,-1.09992,-8.62596,6000
0.178981,0.0259335,-0.00462859,0.000854492,0.000222588,-0.00227079,-0.144907,-0.1074,2.52314,0.213949,0.289604,6000
0.178992,0.0259363,-0.00461968,0.00101679,0.000260613,0.000829393,-0.144962,-0.107414,2.5231,0.213804,0.289919,6000
0.179002,0.0259341,-0.00460802,0.000952148,-0.000218773,0.00119381,-0.145008,-0.107403,2.52304,0.212564,0.28977,6000
0.178976,0.0259292,-0.00460509,-0.00265961,-0.000510597,0.000299978,-0.144879,-0.107378,2.52303,0.211996,0.280509,6000
0.178993,0.025957,-0.00459334,0.00181885,0.00284729,0.00120282,-0.144967,-0.107517,2.52297,0.220813,0.293634,6000
0.179014,0.0259388,-0.00460765,0.00188515,-0.00169269,-0.00133237,-0.145069,-0.107426,2.52304,0.207824,0.291741,6000
0.179019,0.0259531,-0.0045836,0.000567627,0.0014616,0.00246367,-0.145096,-0.107497,2.52292,0.217933,0.288626,6000
0.179045,0.0259227,-0.00457155,0.00268402,-0.00310707,0.00123329,-0.145227,-0.107346,2.52286,0.204663,0.294732,6000
0.179065,0.0258907,-0.00456973,0.00196533,-0.00327435,0.000186825,-0.145323,-0.107186,2.52285,0.206124,0.292082,6000
0.179096,0.0259222,-0.00454483,0.00324249,0.00321712,0.00254984,-0.145482,-0.107343,2.52272,0.222766,0.296017,6000
0.179092,0.0259534,-0.0045171,-0.000393954,0.00290801,0.00258142,-0.145461,-0.107499,2.52259,0.219165,0.286435,6000
0.179142,0.0260086,-0.00443612,0.0050705,0.00565109,0.00829234,-0.145708,-0.107775,2.52218,0.226841,0.302354,6000
0.179136,0.0260771,-0.00428398,-0.000564575,0.00702095,0.015579,-0.145681,-0.108118,2.52142,0.229776,0.285798,6000
0.17908,0.0261518,-0.00401601,-0.00576782,0.00764198,0.0274402,-0.145399,-0.108491,2.52008,0.23169,0.275319,6000
0.178955,0.026229,-0.00356599,-0.0116286,0.00718914,0.0418921,-0.144774,-0.108877,2.51783,0.231377,0.262585,6000
0.17888,0.0263479,-0.00293443,-0.0076828,0.0121738,0.0646723,-0.144399,-0.109472,2.51467,0.245845,0.274979,6000
0.178829,0.0264524,-0.00208393,-0.00518341,0.0107046,0.0870908,-0.144146,-0.109994,2.51042,0.241312,0.279447,6000
0.178795,0.0266409,-0.00106584,-0.00351562,0.0192984,0.104253,-0.143974,-0.110937,2.50533,0.265993,0.282565,5996.92
0.178789,0.0267622,0.000194974,-0.000561801,0.0112913,0.11737,-0.143944,-0.111543,2.49903,0.24355,0.289432,5987.98
0.178855,0.0268634,0.00168321,0.00674133,0.0103615,0.152396,-0.144273,-0.112049,2.49158,0.246835,0.308516,5962.56
0.178961,0.0269777,0.00340893,0.0108841,0.0117031,0.176713,-0.144805,-0.11262,2.48296,0.252475,0.317284,5947.7
0.179155,0.0270964,0.00536536,0.0198715,0.0121582,0.200339,-0.145775,-0.113214,2.47317,0.254891,0.340997,5930.94
