sx,sy,sz,x,y,z,vx,vy,vz,svx,svy,svz,ox,oy,oz
0.88,-0.03,-1,0.909257,0.0121188,-0.0164861,3,1.2107,-1.647,-0.0877696,-0.126356,-1.96703,9.5713,19.6287,5266.08
0.88,-0.03,-1,0.90932,0.0121463,-0.0165028,0.00631788,0.00274956,-0.00166972,-0.0879593,-0.126439,-1.96699,-0.543817,-3.27133,3361.01
0.88,-0.03,-1,0.90942,0.0121409,-0.0164933,0.00997999,-0.000545409,0.000956093,-0.088259,-0.126423,-1.96701,0.993726,0.786757,3623.95
0.88,-0.03,-1,0.90925,0.0120763,-0.0164841,-0.016941,-0.00644907,0.000911247,-0.0877503,-0.126229,-1.96703,0.942276,0.530489,3623.18
0.88,-0.03,-1,0.909291,0.0120935,-0.0165138,0.00404916,0.00171531,-0.00296802,-0.0878718,-0.12628,-1.96697,1.02478,0.758252,3626.25
0.88,-0.03,-1,0.909253,0.0120788,-0.0164654,-0.00373952,-0.00146959,0.00483518,-0.0877596,-0.126236,-1.96707,0.987512,0.661047,3616.87
0.88,-0.03,-1,0.909275,0.0120621,-0.0165088,0.00216154,-0.00166842,-0.00433461,-0.0878245,-0.126186,-1.96698,0.987,0.724138,3626.17
0.88,-0.03,-1,0.909367,0.0120964,-0.0165508,0.00920589,0.00343202,-0.00418798,-0.0881009,-0.126289,-1.9669,1.03595,0.784361,3623.7
0.88,-0.03,-1,0.909412,0.0121182,-0.0164616,0.00446599,0.00217214,0.00890406,-0.088235,-0.126355,-1.96708,1.0225,0.735839,3609.86
0.88,-0.03,-1,0.909303,0.0120832,-0.0164803,-0.0108672,-0.0034965,-0.00186883,-0.0879087,-0.12625,-1.96704,0.967915,0.595783,3621.34
0.88,-0.03,-1,0.909507,0.012117,-0.0164646,0.0204066,0.00337926,0.00156998,-0.0885215,-0.126351,-1.96707,1.04127,0.909765,3615.56
0.88,-0.03,-1,0.909263,0.0120653,-0.0165115,-0.0243426,-0.00516873,-0.00468389,-0.0877905,-0.126196,-1.96698,0.951037,0.45088,3620.83
0.88,-0.03,-1,0.909364,0.0120473,-0.016443,0.0100336,-0.00179412,0.00684859,-0.0880918,-0.126142,-1.96711,0.996445,0.82974,3607.85
0.88,-0.03,-1,0.90938,0.012077,-0.0164154,0.00157203,0.00296746,0.00275458,-0.088139,-0.126231,-1.96717,1.0357,0.707429,3612.63
0.88,-0.03,-1,0.909407,0.0120724,-0.0164541,0.00276296,-0.000462137,-0.00386754,-0.088222,-0.126217,-1.96709,0.996749,0.728997,3617.42
0.88,-0.03,-1,0.909362,0.0120774,-0.0164442,-0.00449576,0.000498981,0.000991821,-0.088087,-0.126232,-1.96711,1.01216,0.660849,3610.59
0.88,-0.03,-1,0.909377,0.0120637,-0.0163936,0.0014708,-0.00136985,0.00504936,-0.0881311,-0.126191,-1.96721,0.994715,0.726525,3606.42
0.88,-0.03,-1,0.909482,0.012125,-0.0164551,0.010498,0.00612315,-0.00614297,-0.0884464,-0.126375,-1.96709,1.06497,0.802712,3617.19
0.88,-0.03,-1,0.90934,0.0121054,-0.0164215,-0.0141542,-0.00195675,0.00335507,-0.0880213,-0.126316,-1.96716,0.983912,0.562587,3604.83
0.88,-0.03,-1,0.909191,0.0120609,-0.0164175,-0.0148807,-0.00444217,0.000398962,-0.0875745,-0.126183,-1.96716,0.969384,0.58319,3608.27
0.88,-0.03,-1,0.909176,0.0120309,-0.0163651,-0.00151248,-0.002999,0.00524121,-0.0875291,-0.126093,-1.96727,0.987097,0.708701,3602.13
0.88,-0.03,-1,0.909304,0.0120866,-0.016415,0.012737,0.00556676,-0.00498367,-0.0879115,-0.12626,-1.96717,1.06328,0.824592,3612.11
0.88,-0.03,-1,0.909265,0.0120812,-0.0164236,-0.00400391,-0.000559139,-0.000888252,-0.0877942,-0.126243,-1.96715,0.99749,0.651811,3605.28
0.88,-0.03,-1,0.908985,0.0119935,-0.0163778,-0.0279749,-0.00875892,0.00458006,-0.0869542,-0.12598,-1.96724,0.929101,0.445928,3599.42
0.88,-0.03,-1,0.909062,0.0120144,-0.0163273,0.00771723,0.00209008,0.00503912,-0.0871859,-0.126043,-1.96735,1.04105,0.809294,3599.18
0.88,-0.03,-1,0.909063,0.0120133,-0.0163305,0.000113138,-0.000105695,-0.000319504,-0.0871893,-0.12604,-1.96734,1.00583,0.692769,3603.33
0.88,-0.03,-1,0.908962,0.0119669,-0.0163173,-0.0100574,-0.00464453,0.00131989,-0.0868873,-0.125901,-1.96737,0.966596,0.606592,3599.75
0.88,-0.03,-1,0.908945,0.0119357,-0.0163773,-0.00172685,-0.00311251,-0.00598777,-0.0868354,-0.125807,-1.96725,0.984273,0.695197,3606.29
0.88,-0.03,-1,0.909072,0.0119685,-0.0163498,0.0126655,0.00328157,0.0027397,-0.0872158,-0.125906,-1.9673,1.0456,0.823341,3595.78
0.88,-0.03,-1,0.90902,0.0120329,-0.0163635,-0.00513886,0.00642451,-0.00136789,-0.0870615,-0.126099,-1.96727,1.06701,0.637939,3600.11
0.88,-0.03,-1,0.909035,0.0119837,-0.0163327,0.00144698,-0.00490821,0.00308116,-0.0871049,-0.125951,-1.96733,0.958617,0.72335,3594.03
0.88,-0.03,-1,0.909082,0.011982,-0.0163754,0.00468631,-0.000175011,-0.00426576,-0.0872456,-0.125946,-1.96725,1.01521,0.744834,3601.05
0.88,-0.03,-1,0.908767,0.0119372,-0.0163429,-0.0314405,-0.00446822,0.00324789,-0.0863015,-0.125812,-1.96731,0.971041,0.39967,3591.26
0.88,-0.03,-1,0.908557,0.011881,-0.0162651,-0.0210259,-0.00561737,0.00777435,-0.0856701,-0.125643,-1.96747,0.965849,0.538183,3587.06
0.88,-0.03,-1,0.908566,0.0118731,-0.0162904,0.000970608,-0.000791689,-0.00253389,-0.0856993,-0.125619,-1.96742,1.0095,0.727824,3597.03
0.88,-0.03,-1,0.908766,0.0119331,-0.0163064,0.0199183,0.00599596,-0.00159492,-0.0862974,-0.125799,-1.96739,1.06906,0.881316,3593.66
0.88,-0.03,-1,0.908595,0.0119361,-0.0162805,-0.0170779,0.000299686,0.00258692,-0.0857846,-0.125808,-1.96744,1.00909,0.510478,3588.39
0.88,-0.03,-1,0.908476,0.0118975,-0.0163204,-0.0119033,-0.00385536,-0.00398329,-0.0854271,-0.125693,-1.96736,0.975345,0.602037,3594.54
0.88,-0.03,-1,0.908358,0.0119048,-0.0163116,-0.0117485,0.000726095,0.000880544,-0.0850743,-0.125714,-1.96738,1.02548,0.595295,3587.8
0.88,-0.03,-1,0.908229,0.0119112,-0.0163186,-0.012868,0.000641614,-0.000702463,-0.0846879,-0.125734,-1.96736,1.01881,0.5815,3589.15
0.88,-0.03,-1,0.908138,0.0118653,-0.0162761,-0.00915825,-0.00458331,0.00424436,-0.0844129,-0.125596,-1.96745,0.971098,0.6164,3583.01
0.88,-0.03,-1,0.907967,0.0118661,-0.0162672,-0.017066,7.34097e-05,0.000893942,-0.0839004,-0.125598,-1.96747,1.02047,0.53357,3586.07
0.88,-0.03,-1,0.907899,0.0118898,-0.0163867,-0.00681807,0.00237516,-0.0119432,-0.0836957,-0.12567,-1.96723,1.03354,0.635515,3597.24
0.88,-0.03,-1,0.907719,0.0118188,-0.0164079,-0.0179116,-0.00710176,-0.0021193,-0.0831578,-0.125456,-1.96718,0.944477,0.51725,3584.49
0.88,-0.03,-1,0.907432,0.0117162,-0.0163446,-0.0286895,-0.010245,0.00632626,-0.0822963,-0.125149,-1.96731,0.927017,0.42522,3576.78
0.88,-0.03,-1,0.907277,0.0116783,-0.0163234,-0.0155119,-0.00378539,0.0021219,-0.0818304,-0.125035,-1.96735,0.98937,0.55759,3581.36
0.88,-0.03,-1,0.907193,0.0115626,-0.0162352,-0.0083246,-0.0115646,0.00880395,-0.0815805,-0.124688,-1.96753,0.908149,0.607244,3573.01
0.88,-0.03,-1,0.90705,0.0115394,-0.0163205,-0.014679,-0.00236654,-0.00873089,-0.0811504,-0.124618,-1.96736,0.999084,0.532544,3590.39
0.88,-0.03,-1,0.906768,0.0114054,-0.0162666,-0.0282131,-0.0133954,0.0053817,-0.0803032,-0.124216,-1.96747,0.885885,0.410468,3572.51
0.88,-0.03,-1,0.906771,0.0113857,-0.0163218,0.000351324,-0.00196662,-0.00551196,-0.0803137,-0.124157,-1.96736,1.00316,0.692399,3584.78
0.88,-0.03,-1,0.906574,0.0112718,-0.0162264,-0.0197039,-0.0113739,0.00952744,-0.079722,-0.123815,-1.96755,0.902818,0.466951,3567.04
0.88,-0.03,-1,0.906627,0.0112493,-0.0162863,0.00530559,-0.00224769,-0.00598573,-0.0798814,-0.123748,-1.96743,0.995321,0.724595,3583.92
0.88,-0.03,-1,0.906448,0.0111235,-0.0161902,-0.0178997,-0.0125742,0.00960522,-0.0793439,-0.12337,-1.96762,0.889296,0.474959,3564.84
0.88,-0.03,-1,0.906336,0.0110893,-0.0162125,-0.0112067,-0.00341118,-0.0022289,-0.0790073,-0.123268,-1.96757,0.984092,0.56271,3578.07
0.88,-0.03,-1,0.906378,0.0110277,-0.0162329,0.00422185,-0.00615385,-0.00203668,-0.0791341,-0.123083,-1.96753,0.946339,0.699759,3575.04
0.88,-0.03,-1,0.906209,0.0109292,-0.0162038,-0.0168993,-0.00983959,0.00290475,-0.0786266,-0.122788,-1.96759,0.914709,0.479719,3569.08
0.88,-0.03,-1,0.906183,0.0108663,-0.0161236,-0.00261409,-0.00628383,0.00801142,-0.0785481,-0.122599,-1.96775,0.952777,0.640761,3563.97
0.88,-0.03,-1,0.906113,0.0108094,-0.0162058,-0.00694908,-0.00569023,-0.00821202,-0.0783395,-0.122428,-1.96759,0.948391,0.577725,3579.62
0.88,-0.03,-1,0.905992,0.0107314,-0.0161974,-0.0120998,-0.0077911,0.000837559,-0.0779761,-0.122194,-1.96761,0.929582,0.534326,3567.14
0.88,-0.03,-1,0.905961,0.0106512,-0.0161963,-0.00313215,-0.00800658,0.000110533,-0.0778821,-0.121954,-1.96761,0.928216,0.623959,3568.41
0.88,-0.03,-1,0.905957,0.0106217,-0.0162429,-0.000363234,-0.00294997,-0.00465244,-0.0778711,-0.121865,-1.96751,0.974278,0.637718,3572.05
0.88,-0.03,-1,0.905679,0.010529,-0.016175,-0.0277546,-0.00926171,0.00678402,-0.0770377,-0.121587,-1.96765,0.910049,0.373106,3558.88
0.88,-0.03,-1,0.905771,0.0105564,-0.0161287,0.00912252,0.00273709,0.00462918,-0.0773116,-0.121669,-1.96774,1.03074,0.755696,3562.15
0.88,-0.03,-1,0.905709,0.0104763,-0.016127,-0.00612733,-0.00800091,0.000165242,-0.0771276,-0.121429,-1.96775,0.912178,0.563682,3564.87
0.88,-0.03,-1,0.905247,0.0103317,-0.0160169,-0.0461783,-0.0144508,0.0109954,-0.0757409,-0.120995,-1.96797,0.865257,0.198039,3552.28
0.88,-0.03,-1,0.905306,0.010314,-0.0160924,0.00591892,-0.00176825,-0.00754212,-0.0759187,-0.120942,-1.96782,0.987279,0.73653,3571.55
0.88,-0.03,-1,0.905058,0.0102845,-0.0161119,-0.0247654,-0.00294644,-0.00194345,-0.075175,-0.120853,-1.96778,0.96197,0.378242,3561.88
0.88,-0.03,-1,0.9048,0.0102312,-0.0160422,-0.0258551,-0.00532467,0.00696303,-0.0743986,-0.120694,-1.96792,0.942439,0.402313,3553.07
0.88,-0.03,-1,0.904801,0.0102556,-0.0161078,0.000184594,0.00244262,-0.006549,-0.0744041,-0.120767,-1.96778,1.01536,0.64586,3566.96
0.88,-0.03,-1,0.904569,0.010213,-0.0161361,-0.0231755,-0.00426148,-0.00282939,-0.0737082,-0.120639,-1.96773,0.943588,0.389199,3559.97
0.88,-0.03,-1,0.904346,0.0102403,-0.01606,-0.022324,0.00272704,0.00759702,-0.0730378,-0.120721,-1.96788,1.02161,0.423151,3549.48
0.88,-0.03,-1,0.90422,0.0102152,-0.0160017,-0.0126179,-0.00250765,0.00582551,-0.0726589,-0.120645,-1.968,0.962344,0.509997,3551.81
0.88,-0.03,-1,0.904001,0.0102062,-0.0160204,-0.0224304,-0.000918007,-0.0019165,-0.0720018,-0.120619,-1.96796,0.982289,0.399066,3558.08
0.88,-0.03,-1,0.90391,0.01024,-0.0159886,-0.00908084,0.00337666,0.00317904,-0.0717291,-0.12072,-1.96802,1.02359,0.536164,3550.92
0.88,-0.03,-1,0.903717,0.0102793,-0.0160052,-0.0192871,0.00392728,-0.00165353,-0.0711499,-0.120838,-1.96799,1.02305,0.417937,3555.42
0.88,-0.03,-1,0.90341,0.0102921,-0.0159415,-0.0306248,0.00127467,0.00635715,-0.0702302,-0.120876,-1.96812,1.00066,0.31822,3545.71
0.88,-0.03,-1,0.903329,0.0103803,-0.0159465,-0.0080745,0.00881093,-0.000496655,-0.0699878,-0.121141,-1.96811,1.07525,0.542078,3552.88
0.88,-0.03,-1,0.903207,0.0104565,-0.0161237,-0.0122011,0.0076213,-0.0176978,-0.0696214,-0.12137,-1.96775,1.05202,0.469456,3567.65
0.88,-0.03,-1,0.903018,0.0105101,-0.0160715,-0.0189298,0.005355,0.00520529,-0.0690529,-0.12153,-1.96786,1.04145,0.410352,3541.52
0.88,-0.03,-1,0.902705,0.0105384,-0.0160363,-0.0312738,0.00282418,0.00352497,-0.0681138,-0.121615,-1.96793,1.02016,0.294876,3545.81
0.88,-0.03,-1,0.90268,0.0106436,-0.0160338,-0.00244141,0.0105124,0.000246001,-0.0680405,-0.121931,-1.96793,1.09798,0.581252,3547.95
0.88,-0.03,-1,0.902515,0.0106765,-0.0160481,-0.0165301,0.00328157,-0.00142967,-0.0675441,-0.122029,-1.9679,1.021,0.407654,3547.89
0.88,-0.03,-1,0.902345,0.0108112,-0.0161674,-0.0169053,0.0134585,-0.0119123,-0.0670364,-0.122434,-1.96767,1.12663,0.417194,3557.1
0.88,-0.03,-1,0.902072,0.0107826,-0.0161182,-0.0273199,-0.00285823,0.00490849,-0.0662161,-0.122348,-1.96776,0.965147,0.315182,3537.79
0.88,-0.03,-1,0.901802,0.0108324,-0.0161497,-0.0269388,0.00497641,-0.00314927,-0.0654071,-0.122497,-1.9677,1.05868,0.324863,3547.54
0.88,-0.03,-1,0.901642,0.0108962,-0.01619,-0.016024,0.00637548,-0.00402609,-0.0649259,-0.122689,-1.96762,1.06391,0.423372,3546.19
0.88,-0.03,-1,0.901334,0.010955,-0.0161671,-0.0307736,0.00587612,0.00229217,-0.0640018,-0.122865,-1.96767,1.0612,0.263652,3538.84
0.88,-0.03,-1,0.901063,0.0110237,-0.0161325,-0.0270222,0.00686162,0.00346095,-0.0631903,-0.123071,-1.96774,1.07337,0.311688,3537.74
0.88,-0.03,-1,0.900867,0.0111448,-0.0162022,-0.0195848,0.0120937,-0.00696843,-0.0626022,-0.123434,-1.9676,1.12161,0.371274,3547.24
0.88,-0.03,-1,0.900599,0.0112019,-0.0161183,-0.0268078,0.00570325,0.0083847,-0.0617972,-0.123606,-1.96776,1.06164,0.288754,3529.43
0.88,-0.03,-1,0.900638,0.0113317,-0.0161407,0.00384075,0.0129732,-0.00223802,-0.0619125,-0.123995,-1.96772,1.13825,0.58685,3541.53
0.88,-0.03,-1,0.900289,0.0114065,-0.0160459,-0.0348347,0.00747327,0.00946901,-0.0608665,-0.12422,-1.96791,1.08336,0.175202,3527.07
0.88,-0.03,-1,0.900181,0.0115079,-0.0160872,-0.0107362,0.0101221,-0.0041288,-0.0605441,-0.124524,-1.96783,1.11379,0.448987,3541.38
0.88,-0.03,-1,0.899814,0.0116255,-0.0159608,-0.0366925,0.0117502,0.0126315,-0.0594422,-0.124876,-1.96808,1.13506,0.165355,3521.64
0.88,-0.03,-1,0.899773,0.0117156,-0.0161015,-0.00405512,0.00900343,-0.0140617,-0.0593204,-0.125147,-1.9678,1.10067,0.503394,3549.58
0.88,-0.03,-1,0.899417,0.0117724,-0.015924,-0.0356207,0.00567915,0.0177335,-0.0582508,-0.125317,-1.96815,1.08567,0.157648,3512.97
0.88,-0.03,-1,0.899348,0.0118426,-0.0159924,-0.00690739,0.00700481,-0.00682942,-0.0580434,-0.125528,-1.96802,1.09577,0.466112,3541.24
0.88,-0.03,-1,0.898976,0.0119107,-0.0159223,-0.0380615,0.00697775,0.00717907,-0.0569283,-0.125732,-1.96816,1.10146,0.126162,3522.39
0.88,-0.03,-1,0.898788,0.0119391,-0.0160055,-0.0187691,0.00283804,-0.00831455,-0.0563647,-0.125817,-1.96799,1.05825,0.344261,3538.92
0.88,-0.03,-1,0.898513,0.0119986,-0.0159729,-0.0274807,0.00594749,0.00325384,-0.0555394,-0.125996,-1.96805,1.09916,0.231504,3524.14
0.88,-0.03,-1,0.898369,0.0119713,-0.0159354,-0.014446,-0.00273123,0.00375292,-0.0551056,-0.125914,-1.96813,1.0124,0.362733,3524.46
0.88,-0.03,-1,0.898055,0.0119485,-0.015849,-0.0313036,-0.00228221,0.00862568,-0.0541656,-0.125845,-1.9683,1.02924,0.178917,3518.66
0.88,-0.03,-1,0.897874,0.0119468,-0.0158886,-0.0181081,-0.000164125,-0.00395538,-0.0536218,-0.12584,-1.96822,1.04533,0.320491,3530.78
0.88,-0.03,-1,0.897512,0.0119442,-0.0158833,-0.0361507,-0.000259213,0.000531825,-0.0525362,-0.125833,-1.96823,1.044,0.12438,3523.32
0.88,-0.03,-1,0.8975,0.0119417,-0.0159157,-0.00123857,-0.00025484,-0.00323858,-0.0524991,-0.125825,-1.96817,1.04332,0.477704,3526.89
0.88,-0.03,-1,0.897326,0.0119655,-0.015898,-0.0173459,0.00238102,0.00177486,-0.0519782,-0.125897,-1.9682,1.07098,0.276349,3520.35
0.88,-0.03,-1,0.897335,0.0119416,-0.0159874,0.000869379,-0.00238986,-0.00893346,-0.0520043,-0.125825,-1.96803,1.01898,0.468848,3530.73
0.88,-0.03,-1,0.897112,0.0119055,-0.0159281,-0.0222763,-0.00360694,0.00592115,-0.0513353,-0.125716,-1.96814,1.01793,0.222227,3513.4
0.88,-0.03,-1,0.897056,0.0119208,-0.0160582,-0.00554378,0.00152588,-0.0129986,-0.0511689,-0.125762,-1.96788,1.0628,0.407658,3533.51
0.88,-0.03,-1,0.896904,0.0119156,-0.0159681,-0.0151784,-0.000510983,0.00900343,-0.0507131,-0.125747,-1.96806,1.04454,0.293502,3507.89
0.88,-0.03,-1,0.896892,0.0119066,-0.0160987,-0.00120284,-0.000899989,-0.0130453,-0.0506769,-0.12572,-1.9678,1.03635,0.435768,3532.15
0.88,-0.03,-1,0.896738,0.011847,-0.016075,-0.0154583,-0.00595391,0.0023679,-0.0502127,-0.125541,-1.96785,0.993349,0.280865,3512.46
0.88,-0.03,-1,0.896718,0.0118323,-0.016093,-0.00191144,-0.00146875,-0.00179626,-0.0501553,-0.125497,-1.96781,1.04073,0.42703,3518.18
0.88,-0.03,-1,0.896649,0.0117448,-0.0159997,-0.00696099,-0.0087417,0.0093127,-0.0499463,-0.125234,-1.968,0.967428,0.361194,3505.49
0.88,-0.03,-1,0.896604,0.0117038,-0.0160129,-0.00450171,-0.00409978,-0.00131058,-0.0498111,-0.125111,-1.96797,1.01707,0.388915,3516.71
0.88,-0.03,-1,0.896456,0.0116768,-0.0160121,-0.0147616,-0.00269597,7.22001e-05,-0.0493678,-0.12503,-1.96798,1.02506,0.285157,3512.6
0.88,-0.03,-1,0.896513,0.0116159,-0.016068,0.00574624,-0.00608342,-0.00557858,-0.0495404,-0.124848,-1.96786,0.98843,0.494134,3517.46
0.88,-0.03,-1,0.896375,0.0115478,-0.0159726,-0.0138327,-0.00680644,0.0095306,-0.049125,-0.124643,-1.96805,0.989181,0.279743,3500.67
0.88,-0.03,-1,0.896294,0.0114355,-0.0159444,-0.0081281,-0.0112158,0.00281022,-0.0488809,-0.124307,-1.96811,0.943394,0.356982,3508.61
0.88,-0.03,-1,0.896169,0.0113819,-0.015987,-0.0124571,-0.00535704,-0.00425497,-0.0485069,-0.124146,-1.96803,1.00236,0.30495,3513.47
0.88,-0.03,-1,0.896089,0.0113834,-0.0160501,-0.00794946,0.000151564,-0.00629518,-0.0482681,-0.12415,-1.9679,1.0473,0.35151,3513.47
0.88,-0.03,-1,0.895996,0.0113051,-0.0160395,-0.00930712,-0.00781957,0.00105416,-0.0479887,-0.123915,-1.96792,0.965018,0.331343,3504.92
0.88,-0.03,-1,0.896111,0.011261,-0.0159674,0.0117065,-0.00451641,0.00738659,-0.0483316,-0.123783,-1.96807,1.00785,0.537627,3499.03
0.88,-0.03,-1,0.895796,0.0111743,-0.015921,-0.031381,-0.00866346,0.00463458,-0.0473893,-0.123523,-1.96816,0.961158,0.0908588,3501.51
0.88,-0.03,-1,0.895913,0.0111658,-0.0159411,0.011689,-0.000850212,-0.0020149,-0.0477403,-0.123497,-1.96812,1.03957,0.559695,3506.79
0.88,-0.03,-1,0.895685,0.0111249,-0.0159891,-0.0228182,-0.00408219,-0.00478698,-0.0470551,-0.123375,-1.96802,0.997574,0.16959,3507.27
0.88,-0.03,-1,0.895747,0.0111362,-0.0159225,0.00619879,0.00112664,0.00664688,-0.0472412,-0.123409,-1.96815,1.05565,0.494015,3494.82
0.88,-0.03,-1,0.895506,0.0110447,-0.0158819,-0.0240866,-0.00914457,0.004054,-0.0465179,-0.123134,-1.96824,0.947767,0.16086,3497.94
0.88,-0.03,-1,0.895418,0.0109793,-0.0159626,-0.00878906,-0.00653141,-0.00805366,-0.046254,-0.122938,-1.96807,0.981804,0.343274,3508.47
0.88,-0.03,-1,0.895297,0.0109301,-0.0159832,-0.0120582,-0.00491286,-0.00206198,-0.0458919,-0.12279,-1.96803,0.995249,0.290043,3499.71
0.88,-0.03,-1,0.895199,0.010897,-0.0159975,-0.00985494,-0.00331199,-0.0014306,-0.0455959,-0.122691,-1.968,1.00794,0.313009,3499.15
0.88,-0.03,-1,0.895161,0.0109261,-0.0158893,-0.00375143,0.00290903,0.0108099,-0.0454833,-0.122778,-1.96822,1.07004,0.36881,3486.32
0.88,-0.03,-1,0.894816,0.0108608,-0.015839,-0.0345251,-0.00652416,0.0050261,-0.0444465,-0.122582,-1.96832,0.968336,0.0577081,3492.69
0.88,-0.03,-1,0.894981,0.0108634,-0.0158929,0.0165003,0.00026126,-0.00538151,-0.044942,-0.12259,-1.96821,1.04338,0.588179,3501.18
0.88,-0.03,-1,0.894584,0.0107716,-0.0158635,-0.0396044,-0.00917128,0.00293583,-0.0437527,-0.122315,-1.96827,0.945411,-0.0229593,3490.09
0.88,-0.03,-1,0.894577,0.0107779,-0.0159443,-0.000732422,0.000626262,-0.00807209,-0.0437307,-0.122334,-1.96811,1.04847,0.420742,3501.48
0.88,-0.03,-1,0.894394,0.0107684,-0.0159529,-0.0183225,-0.000943533,-0.00086268,-0.0431805,-0.122305,-1.96809,1.0235,0.198412,3491.61
0.88,-0.03,-1,0.894319,0.0107148,-0.0159581,-0.00747904,-0.00535304,-0.000515822,-0.0429559,-0.122145,-1.96808,0.982339,0.32332,3491.48
0.88,-0.03,-1,0.894205,0.0107242,-0.0159706,-0.0113436,0.000938136,-0.00125252,-0.0426153,-0.122173,-1.96806,1.04872,0.269433,3491.34
0.88,-0.03,-1,0.893999,0.0107582,-0.0158732,-0.0205971,0.00339741,0.00973083,-0.0419968,-0.122275,-1.96825,1.06865,0.181657,3479.43
0.88,-0.03,-1,0.893867,0.0107738,-0.0159158,-0.0131895,0.00155258,-0.00425795,-0.0416007,-0.122321,-1.96817,1.04399,0.260567,3493.87
0.88,-0.03,-1,0.893723,0.0108917,-0.0158811,-0.0143686,0.0117856,0.00347379,-0.0411692,-0.122675,-1.96824,1.1508,0.236826,3483.15
0.88,-0.03,-0.94,0.893719,0.0109326,-0.0160642,-0.000416825,0.00408405,-0.018299,-0.0411567,-0.122798,-1.84787,1.02437,0.357862,3620.58
0.88,-0.03,-0.88,0.89364,0.01096,-0.0159579,-0.00783632,0.00273737,0.0106264,-0.0409214,-0.12288,-1.72808,1.00496,0.2654,3683.9
0.88,-0.03,-0.82,0.893376,0.0109618,-0.0159113,-0.0264089,0.000175476,0.00465467,-0.0401284,-0.122885,-1.60818,0.956226,0.0974874,3789.5
0.88,-0.03,-0.76,0.893474,0.0109417,-0.0159309,0.00978349,-0.00201146,-0.00195647,-0.0404221,-0.122825,-1.48814,0.915492,0.429449,3890.27
0.88,-0.03,-0.7,0.893221,0.0109527,-0.0159745,-0.0252715,0.00110282,-0.00435973,-0.0396633,-0.122858,-1.36805,0.92227,0.0786954,3986.81
0.88,-0.03,-0.64,0.893135,0.0109577,-0.0159524,-0.00877686,0.00050869,0.00226078,-0.0394061,-0.122873,-1.2481,0.894031,0.250076,4075.84
0.88,-0.03,-0.64,0.893051,0.0109393,-0.0159812,-0.00838415,-0.00183068,-0.00287833,-0.0391544,-0.122818,-1.24804,0.87853,0.233418,4061.06
0.88,-0.03,-0.58,0.892884,0.0109768,-0.0159298,-0.0167385,0.00374175,0.00513942,-0.0386517,-0.12293,-1.12814,0.904198,0.156713,4167.6
0.88,-0.03,-0.52,0.892749,0.0109559,-0.0159715,-0.0134396,-0.00208394,-0.00416397,-0.0382481,-0.122868,-1.00806,0.830085,0.18487,4273.43
0.88,-0.03,-0.46,0.892603,0.0108907,-0.0159383,-0.0146663,-0.00651681,0.00331004,-0.0378077,-0.122672,-0.888123,0.784637,0.165482,4360.12
0.88,-0.03,-0.4,0.892602,0.0108771,-0.0158702,-6.55011e-05,-0.00135766,0.00680914,-0.0378057,-0.122631,-0.76826,0.8113,0.27269,4453.54
0.88,-0.03,-0.34,0.892274,0.0108115,-0.0158774,-0.0327387,-0.00655077,-0.00072442,-0.0368226,-0.122435,-0.648245,0.748559,0.00643702,4556.99
0.88,-0.03,-0.28,0.892326,0.0108328,-0.0158008,0.00521032,0.00212776,0.00765452,-0.0369791,-0.122498,-0.528398,0.802694,0.312229,4643.38
0.88,-0.03,-0.28,0.892052,0.0107346,-0.0156708,-0.0273914,-0.00981122,0.012986,-0.0361565,-0.122204,-0.528658,0.710335,0.0356762,4619.17
0.88,-0.03,-0.22,0.891919,0.0106664,-0.0154986,-0.0132789,-0.00681193,0.0172023,-0.0357578,-0.121999,-0.409003,0.725116,0.163516,4731.3
0.88,-0.03,-0.16,0.891776,0.0105985,-0.015318,-0.0143447,-0.00679109,0.0180422,-0.035327,-0.121795,-0.289364,0.707003,0.136996,4826.72
0.88,-0.03,-0.1,0.891526,0.0105834,-0.0151013,-0.0249023,-0.00150811,0.0216572,-0.0345792,-0.12175,-0.169797,0.729441,0.0594646,4918.94
0.88,-0.03,-0.04,0.891397,0.0105568,-0.0149054,-0.0129037,-0.00264954,0.0195667,-0.0341917,-0.121671,-0.0501892,0.702425,0.145539,5017.2
0.88,-0.03,0.02,0.891153,0.0104723,-0.0143817,-0.0243902,-0.00844611,0.0523229,-0.0334593,-0.121417,0.0687633,0.655354,0.0533606,5080.26
0.88,-0.03,0.003,0.890986,0.0104171,-0.0139536,-0.0166849,-0.00551949,0.0427675,-0.0329583,-0.121251,0.0339071,0.684198,0.112365,5041.67
0.88,-0.03,0.006,0.890576,0.0103375,-0.0133532,-0.040968,-0.00794713,0.0599795,-0.031728,-0.121013,0.0387064,0.665278,-0.0624318,5033.82
0.88,-0.03,0.006,0.890323,0.010193,-0.0126916,-0.0252358,-0.0144397,0.0660893,-0.0309702,-0.120579,0.0373833,0.622741,0.0596888,5028.64
0.88,-0.03,0.009,0.889867,0.0100682,-0.0118376,-0.045565,-0.0124635,0.0853251,-0.0296019,-0.120205,0.0416751,0.641443,-0.0975908,5015.45
0.88,-0.03,0.012,0.889505,0.00987157,-0.0108011,-0.0361983,-0.0196447,0.103549,-0.0285149,-0.119615,0.0456021,0.589945,-0.0229888,5004.03
