sx,sy,sz,x,y,z,vx,vy,vz,svx,svy,svz,ox,oy,oz
0.876664,-0.0241297,0.5,0.941799,0.107245,0.52755,0.276087,-0.486836,0.00354302,-0.195404,-0.394125,-0.0551007,-0.77961,3.03564,4847.47
0.87697,-0.0246585,0.5,0.944406,0.102312,0.527717,0.260468,-0.492793,0.016679,-0.202308,-0.380913,-0.0554346,-0.912242,2.97657,4833.35
0.877256,-0.0251533,0.5,0.946964,0.0975399,0.527799,0.261896,-0.488711,0.0083374,-0.209125,-0.368079,-0.0555974,-0.952752,3.03573,4843.8
0.877522,-0.0256153,0.5,0.949493,0.0926376,0.527934,0.252697,-0.489753,0.0134873,-0.215915,-0.354759,-0.0558674,-1.04462,3.01578,4837.19
0.877769,-0.0260457,0.5,0.952033,0.0878203,0.528015,0.253734,-0.481251,0.00808641,-0.222793,-0.341598,-0.0560293,-1.06199,3.06911,4843.38
0.877769,-0.0260457,0.5,0.954497,0.0831003,0.52823,0.246177,-0.471539,0.0215439,-0.230186,-0.327438,-0.0564606,-1.09157,3.07009,4829.11
0.877998,-0.0264457,0.5,0.957046,0.0783816,0.52829,0.254633,-0.471415,0.00599038,-0.237145,-0.314482,-0.0565805,-1.172,3.1653,4846.86
0.87821,-0.0268164,0.5,0.95939,0.0736505,0.528443,0.234167,-0.472644,0.015226,-0.243541,-0.301401,-0.0568854,-1.26138,3.06226,4834.74
0.878405,-0.0271591,0.5,0.961685,0.068953,0.528494,0.229218,-0.469297,0.00513886,-0.249838,-0.288336,-0.0569882,-1.31195,3.07815,4846.1
0.878585,-0.0274749,0.5,0.963991,0.0643624,0.528558,0.230409,-0.45861,0.0063417,-0.256218,-0.275512,-0.0571152,-1.31853,3.13118,4843.39
0.87875,-0.0277651,0.5,0.966235,0.0598721,0.528757,0.224175,-0.44859,0.0199362,-0.262456,-0.262912,-0.0575143,-1.33816,3.13319,4830.09
0.8789,-0.0280308,0.5,0.968437,0.0551903,0.528797,0.219977,-0.467729,0.00402534,-0.26861,-0.249663,-0.0575949,-1.55372,3.13522,4848.14
0.879037,-0.0282733,0.5,0.970536,0.0507961,0.528901,0.209717,-0.438989,0.0103432,-0.274497,-0.237208,-0.057802,-1.41395,3.11015,4838.77
0.879037,-0.0282733,0.5,0.9728,0.0463261,0.529001,0.226223,-0.446563,0.00995022,-0.28129,-0.223798,-0.0580012,-1.57398,3.27327,4841.12
0.879161,-0.0284938,0.5,0.974661,0.0417653,0.529163,0.185898,-0.455636,0.0162562,-0.286499,-0.210777,-0.0583266,-1.70832,3.01485,4833.77
0.879274,-0.0286933,0.5,0.976511,0.0373484,0.529433,0.184844,-0.441261,0.0269269,-0.291713,-0.198125,-0.0588657,-1.67926,3.08348,4824.22
0.879375,-0.0288733,0.5,0.978611,0.0330328,0.529364,0.209705,-0.431132,-0.00692526,-0.297707,-0.185718,-0.058727,-1.68511,3.26876,4859.79
0.879465,-0.0290347,0.5,0.980495,0.0286712,0.529489,0.18825,-0.435743,0.0125524,-0.303089,-0.173118,-0.0589783,-1.81027,3.14619,4834.81
0.879546,-0.0291788,0.5,0.982344,0.0244699,0.5297,0.184749,-0.419721,0.0210854,-0.308395,-0.160946,-0.0594004,-1.76975,3.17806,4829.41
0.879617,-0.0293067,0.5,0.984221,0.0201502,0.529721,0.187518,-0.431541,0.00205435,-0.313812,-0.148371,-0.0594416,-1.93418,3.21938,4849.86
0.87968,-0.0294196,0.5,0.985883,0.0160504,0.529893,0.166022,-0.409578,0.0171732,-0.318609,-0.13641,-0.0597854,-1.8494,3.10995,4830.99
0.87968,-0.0294196,0.5,0.987619,0.0118393,0.530039,0.173453,-0.420703,0.0146246,-0.323818,-0.123777,-0.0600781,-2.02129,3.20934,4836.64
0.879735,-0.0295185,0.5,0.989117,0.00774573,0.530185,0.149622,-0.408959,0.0145293,-0.328146,-0.111793,-0.060369,-2.00071,3.0647,4835.31
0.879783,-0.0296046,0.5,0.990612,0.00354921,0.530362,0.14936,-0.419242,0.0177687,-0.332488,-0.0994613,-0.0607247,-2.15827,3.1133,4832.53
0.879824,-0.0296789,0.5,0.992284,-0.000364833,0.530466,0.167046,-0.391022,0.0103551,-0.337381,-0.0879421,-0.060932,-2.01919,3.26044,4840.32
0.879859,-0.0297424,0.5,0.99392,-0.00444207,0.530462,0.163437,-0.407326,-0.000363234,-0.342184,-0.0759011,-0.0609248,-2.22625,3.24092,4850.03
0.879888,-0.0297963,0.5,0.995276,-0.00834912,0.530714,0.135439,-0.390323,0.0251524,-0.346162,-0.0643414,-0.0614283,-2.1742,3.09354,4822.19
0.879913,-0.0298413,0.5,0.996982,-0.012241,0.530684,0.174762,-0.398525,-0.003125,-0.351207,-0.0528011,-0.0613673,-2.30212,3.39999,4855.88
0.879913,-0.0298413,0.5,0.998027,-0.0161039,0.530868,0.10432,-0.385911,0.018388,-0.35434,-0.0412125,-0.0617354,-2.28753,2.9137,4827.56
0.879934,-0.0298786,0.5,0.999389,-0.019913,0.531049,0.136058,-0.380547,0.0181081,-0.358364,-0.0298967,-0.0620979,-2.32894,3.22106,4832.58
0.87995,-0.029909,0.5,1.00073,-0.0235321,0.531092,0.134367,-0.361551,0.00427544,-0.362349,-0.0191307,-0.0621835,-2.26071,3.19512,4845.51
0.879964,-0.0299333,0.5,1.00183,-0.0272733,0.531204,0.11003,-0.373758,0.0111709,-0.365614,-0.00798002,-0.0624071,-2.43377,3.05435,4836.26
0.879974,-0.0299524,0.5,1.00301,-0.0308782,0.531348,0.117354,-0.36014,0.0144281,-0.369106,0.00277741,-0.062696,-2.3937,3.15065,4834.27
0.879982,-0.0299671,0.5,1.00436,-0.0344645,0.531357,0.135242,-0.358276,0.000911061,-0.373144,0.0134922,-0.0627142,-2.45124,3.28186,4848.71
0.879982,-0.0299671,0.5,1.00503,-0.0380368,0.531518,0.0662395,-0.356884,0.0160776,-0.375133,0.0242092,-0.0630361,-2.51522,2.81314,4829.59
0.879988,-0.029978,0.5,1.00635,-0.0414885,0.531451,0.132396,-0.344837,-0.00672875,-0.379091,0.0345316,-0.0629014,-2.48348,3.34136,4856.59
0.879992,-0.0299859,0.5,1.0072,-0.0450179,0.531613,0.0851634,-0.352593,0.0162324,-0.381635,0.0450961,-0.0632263,-2.62456,2.98641,4829.11
0.879995,-0.0299913,0.5,1.00815,-0.0483435,0.531718,0.0942264,-0.332236,0.0104921,-0.384456,0.0550567,-0.0634364,-2.53144,3.10539,4838.45
0.879997,-0.0299948,0.5,1.00923,-0.0516592,0.531662,0.108041,-0.331249,-0.00560928,-0.387695,0.0649932,-0.0633241,-2.59569,3.20152,4853.88
0.879998,-0.029997,0.5,1.00974,-0.0548986,0.531807,0.0514005,-0.323625,0.0144698,-0.389235,0.0747051,-0.0636138,-2.61318,2.82255,4829.84
0.879999,-0.0299981,0.5,1.01054,-0.0581674,0.53189,0.0792445,-0.32656,0.00828887,-0.391613,0.084508,-0.0637797,-2.69496,3.07641,4840.41
0.879999,-0.0299981,0.5,1.01128,-0.061335,0.531963,0.0743974,-0.316451,0.00734804,-0.393847,0.0940108,-0.0639268,-2.67923,3.03079,4839.88
0.879999,-0.0299986,0.5,1.01205,-0.0645275,0.531912,0.0764696,-0.318933,-0.00516864,-0.396142,0.103587,-0.0638233,-2.75645,3.05575,4852.35
0.879999,-0.0299988,0.5,1.01259,-0.0676491,0.531944,0.054092,-0.311859,0.00320956,-0.397766,0.112951,-0.0638876,-2.76677,2.91651,4841.49
0.879999,-0.0299987,0.5,1.01316,-0.0705898,0.532048,0.0571051,-0.293781,0.0103909,-0.399481,0.121773,-0.0640956,-2.70483,2.97286,4835.7
0.88,-0.03,0.5,1.0139,-0.0736111,0.531948,0.0737424,-0.301832,-0.00996808,-0.401693,0.130833,-0.0638961,-2.8199,3.08413,4857.75
0.88,-0.03,0.5,1.01423,-0.0765757,0.532027,0.0327029,-0.296177,0.00792564,-0.402675,0.139727,-0.0640547,-2.83793,2.80552,4835.71
0.88,-0.03,0.5,1.01464,-0.0794258,0.532096,0.0410037,-0.28473,0.00681807,-0.403907,0.148278,-0.0641912,-2.81344,2.90702,4839.93
0.88,-0.03,0.5,1.01538,-0.0822418,0.531956,0.0743378,-0.281321,-0.0139458,-0.406139,0.156725,-0.063912,-2.84011,3.12897,4861.2
0.88,-0.0299999,0.5,1.01565,-0.085001,0.532052,0.0266054,-0.275657,0.00955721,-0.406938,0.165004,-0.0641034,-2.86848,2.79101,4833.41
0.88,-0.0299996,0.5,1.01587,-0.0876379,0.532045,0.0223299,-0.263434,-0.000660966,-0.407609,0.172915,-0.0640901,-2.82882,2.80338,4847.07
0.879999,-0.0299989,0.5,1.01639,-0.0901512,0.53185,0.0524009,-0.251082,-0.0195312,-0.409184,0.180457,-0.0636991,-2.79119,3.0134,4864.73
0.879999,-0.0299978,0.5,1.01651,-0.0928605,0.531891,0.0119873,-0.277431,0.00421753,-0.409537,0.188588,-0.0637815,-3.04866,2.72371,4838.25
0.879997,-0.0299959,0.5,1.01665,-0.0953185,0.531808,0.0139101,-0.245562,-0.00822337,-0.409959,0.195968,-0.0636169,-2.83795,2.77082,4853.73
0.879996,-0.029993,0.5,1.01687,-0.0977619,0.531886,0.021663,-0.244098,0.00770532,-0.410615,0.203307,-0.0637711,-2.91262,2.83649,4836.64
0.879996,-0.029993,0.5,1.0169,-0.100305,0.531768,0.0037157,-0.254024,-0.0117188,-0.410726,0.210935,-0.0635365,-3.0145,2.69426,4858.15
0.879993,-0.0299888,0.5,1.01714,-0.102521,0.531721,0.0232946,-0.221436,-0.00473395,-0.411433,0.217597,-0.0634418,-2.82711,2.85672,4848.07
0.879989,-0.029983,0.5,1.0171,-0.104811,0.531698,-0.00356088,-0.228749,-0.00229849,-0.411337,0.224484,-0.0633957,-2.94984,2.65386,4846.56
0.879985,-0.0299752,0.5,1.01716,-0.107022,0.531621,0.00566883,-0.220947,-0.00764577,-0.411522,0.231142,-0.0632427,-2.92588,2.74105,4852.49
0.879978,-0.029965,0.5,1.0174,-0.109168,0.531644,0.0244855,-0.214364,0.00226872,-0.412276,0.23761,-0.0632881,-2.93341,2.87259,4842.49
0.87997,-0.0299519,0.5,1.0171,-0.111302,0.531528,-0.030464,-0.213188,-0.0116294,-0.411386,0.244051,-0.0630553,-2.95992,2.46436,4856.29
0.87996,-0.0299356,0.5,1.01704,-0.113288,0.531472,-0.00585938,-0.19843,-0.00551996,-0.411241,0.250059,-0.0629448,-2.90095,2.68913,4848.72
0.879947,-0.0299154,0.5,1.01687,-0.115355,0.531336,-0.0169946,-0.206421,-0.0135945,-0.410768,0.256318,-0.0626726,-3.00167,2.5819,4857.78
0.879947,-0.0299154,0.5,1.01677,-0.117277,0.531353,-0.0100395,-0.192013,0.00170303,-0.410466,0.262084,-0.0627067,-2.93957,2.64783,4841.53
0.879932,-0.0298909,0.5,1.01657,-0.11914,0.531251,-0.0201029,-0.186167,-0.0102539,-0.409909,0.267748,-0.0625014,-2.93819,2.56175,4855.46
0.879914,-0.0298614,0.5,1.01606,-0.120971,0.531365,-0.0509242,-0.182956,0.0113853,-0.408435,0.27333,-0.0627294,-2.96886,2.36276,4831.68
0.879892,-0.0298265,0.5,1.01619,-0.12266,0.531097,0.012993,-0.168655,-0.0267542,-0.408891,0.2785,-0.0621938,-2.88094,2.81201,4874.01
0.879866,-0.0297854,0.5,1.01582,-0.124403,0.531054,-0.0371927,-0.174143,-0.0042933,-0.407852,0.283852,-0.0621078,-2.98025,2.41707,4844.86
0.879836,-0.0297376,0.5,1.01529,-0.126086,0.53106,-0.0522818,-0.168202,0.000559737,-0.406372,0.289047,-0.062119,-2.96592,2.35298,4843.53
0.879801,-0.0296822,0.5,1.01507,-0.127617,0.53102,-0.0222942,-0.152863,-0.00399557,-0.405807,0.293803,-0.062039,-2.89186,2.568,4849.25
0.879761,-0.0296188,0.5,1.01472,-0.129146,0.531008,-0.0351443,-0.152743,-0.00116711,-0.404872,0.29858,-0.0620157,-2.93617,2.44803,4845.48
0.879761,-0.0296188,0.5,1.01427,-0.130669,0.530899,-0.0442669,-0.152165,-0.0108494,-0.403542,0.30315,-0.0617985,-2.95347,2.38494,4855.35
0.879715,-0.0295464,0.5,1.01376,-0.13206,0.530853,-0.0512219,-0.138968,-0.00464463,-0.402141,0.30754,-0.0617055,-2.89435,2.34202,4847.37
0.879663,-0.0294643,0.5,1.01342,-0.133444,0.53068,-0.0344655,-0.138307,-0.0172089,-0.401262,0.311939,-0.061361,-2.92098,2.45201,4861.34
0.879605,-0.0293719,0.5,1.01271,-0.134757,0.530727,-0.0709318,-0.131172,0.00465654,-0.399308,0.316156,-0.0614542,-2.91146,2.18592,4836.99
0.879539,-0.0292682,0.5,1.01236,-0.136123,0.530593,-0.0348823,-0.136487,-0.0133801,-0.398458,0.320565,-0.0611863,-2.96909,2.45289,4859.46
0.879465,-0.0291525,0.5,1.01197,-0.137116,0.530549,-0.0391697,-0.0991315,-0.00437071,-0.397502,0.323889,-0.0610988,-2.73398,2.39115,4846.57
0.879383,-0.0290238,0.5,1.01102,-0.138269,0.530723,-0.0967896,-0.118082,0.017749,-0.394912,0.327735,-0.0614455,-2.93511,1.99059,4825.74
0.879293,-0.0288815,0.5,1.01054,-0.139378,0.530612,-0.0481493,-0.110806,-0.0110578,-0.393739,0.331489,-0.0612241,-2.87101,2.3603,4858.49
0.879293,-0.0288815,0.5,1.00985,-0.140372,0.530474,-0.0692168,-0.0993012,-0.0137552,-0.39166,0.334471,-0.0609487,-2.81726,2.1591,4855.65
0.879192,-0.0287245,0.5,1.00913,-0.141367,0.530405,-0.0719798,-0.0994635,-0.0069193,-0.389799,0.337929,-0.0608102,-2.85469,2.15264,4848.79
0.879082,-0.0285519,0.5,1.00837,-0.14223,0.530445,-0.0752191,-0.0861816,0.00397771,-0.387872,0.341035,-0.0608898,-2.78745,2.12644,4838.89
0.878961,-0.028363,0.5,1.00772,-0.143071,0.530284,-0.065263,-0.0840201,-0.0161014,-0.386275,0.344124,-0.0605675,-2.79167,2.17931,4860.59
0.878829,-0.0281567,0.5,1.00689,-0.143924,0.530214,-0.0826744,-0.0852215,-0.00694312,-0.384189,0.347302,-0.0604285,-2.82804,2.04371,4848.2
0.878684,-0.0279321,0.5,1.00612,-0.144655,0.530202,-0.0774581,-0.0730248,-0.00126834,-0.382296,0.350169,-0.0604031,-2.7628,2.08714,4844.06
0.878527,-0.0276882,0.5,1.00529,-0.14532,0.530047,-0.0823409,-0.0663705,-0.0154225,-0.380294,0.352894,-0.0600944,-2.73666,2.03106,4858.68
0.878357,-0.0274242,0.5,1.00414,-0.14602,0.530214,-0.115496,-0.0699716,0.0166492,-0.377337,0.355787,-0.0604277,-2.80437,1.80358,4824.56
0.878357,-0.0274242,0.5,1.00353,-0.146526,0.530065,-0.0606898,-0.0505981,-0.014839,-0.375514,0.357307,-0.0601306,-2.65653,2.18662,4861.14
0.878173,-0.0271389,0.5,1.00273,-0.147057,0.529953,-0.0800543,-0.0530455,-0.0111828,-0.373663,0.359755,-0.0599067,-2.71178,1.99569,4852.18
0.877974,-0.0268315,0.5,1.00163,-0.147583,0.529954,-0.109923,-0.0524739,7.74104e-05,-0.370958,0.362253,-0.0599083,-2.72634,1.79706,4841.34
0.87776,-0.0265009,0.5,1.00081,-0.148113,0.52986,-0.0820789,-0.0530083,-0.00940835,-0.369136,0.364837,-0.0597199,-2.74041,2.00179,4853.15
0.87753,-0.0261461,0.5,0.999803,-0.148549,0.529773,-0.100181,-0.0434972,-0.00865806,-0.366818,0.367208,-0.0595466,-2.69001,1.83899,4850.31
0.877283,-0.0257661,0.5,0.998718,-0.148899,0.529673,-0.108369,-0.0349851,-0.00997999,-0.364305,0.369398,-0.0593468,-2.653,1.78488,4851.56
0.877018,-0.02536,0.5,0.997656,-0.149131,0.529608,-0.106106,-0.0231755,-0.0065382,-0.361912,0.371312,-0.0592159,-2.59354,1.79584,4847.88
0.876736,-0.0249266,0.5,0.99677,-0.149438,0.529408,-0.088498,-0.0306888,-0.0200017,-0.360102,0.373534,-0.0588155,-2.6626,1.89874,4862.35
0.876736,-0.0249266,0.5,0.995901,-0.149672,0.529332,-0.0868426,-0.023378,-0.00756836,-0.357495,0.374236,-0.058664,-2.61633,1.88333,4847.95
0.876434,-0.024465,0.5,0.994766,-0.149956,0.529297,-0.113329,-0.0283456,-0.00349538,-0.354996,0.376472,-0.058594,-2.67317,1.68663,4845.78
0.876113,-0.0239741,0.5,0.99373,-0.15012,0.529137,-0.103474,-0.0164274,-0.0159704,-0.352853,0.378438,-0.0582743,-2.59175,1.76258,4858.66
0.875771,-0.0234529,0.5,0.992615,-0.150244,0.529076,-0.111423,-0.0124154,-0.00613924,-0.350532,0.380375,-0.0581514,-2.59344,1.68946,4846.96
0.875408,-0.0229004,0.5,0.991574,-0.150325,0.529035,-0.104022,-0.00809237,-0.00410275,-0.348497,0.382275,-0.0580692,-2.57949,1.73633,4846.71
0.875023,-0.0223155,0.5,0.990424,-0.150321,0.528948,-0.114847,0.000419803,-0.00864615,-0.346203,0.384017,-0.0578961,-2.53316,1.64019,4851.15
0.874616,-0.0216973,0.5,0.989273,-0.150402,0.528759,-0.115056,-0.00803282,-0.0189239,-0.34397,0.386113,-0.0575173,-2.60715,1.63275,4860.92
0.874185,-0.0210447,0.5,0.988136,-0.150315,0.528731,-0.116364,0.0088562,-0.00287476,-0.341854,0.387811,-0.0574611,-2.50234,1.61787,4843.18
0.874185,-0.0210447,0.5,0.986962,-0.150225,0.528614,-0.117301,0.00897366,-0.0116175,-0.338331,0.387542,-0.0572286,-2.50894,1.58715,4854.49
0.87373,-0.0203566,0.5,0.985978,-0.150146,0.528473,-0.0982755,0.00791968,-0.0140708,-0.336746,0.389368,-0.0569469,-2.52903,1.71039,4856
0.87325,-0.0196322,0.5,0.984708,-0.150048,0.528373,-0.126923,0.00977902,-0.0100336,-0.334375,0.391248,-0.056746,-2.5288,1.4835,4851.28
0.872744,-0.0188703,0.5,0.983435,-0.149852,0.52842,-0.127126,0.0196072,0.00469226,-0.332075,0.392945,-0.0568399,-2.48056,1.50022,4837.43
0.872211,-0.01807,0.5,0.982445,-0.149608,0.528261,-0.0989008,0.0243247,-0.015893,-0.330702,0.394615,-0.0565218,-2.45651,1.67928,4860.38
0.871652,-0.0172302,0.5,0.981195,-0.149462,0.52814,-0.124911,0.014577,-0.0121237,-0.328631,0.396697,-0.0562791,-2.54403,1.46437,4853.32
0.871064,-0.0163501,0.5,0.979932,-0.14921,0.528089,-0.126239,0.0252284,-0.00507336,-0.326603,0.39858,-0.0561775,-2.47644,1.47014,4846.93
0.871064,-0.0163501,0.5,0.978737,-0.148914,0.527919,-0.119343,0.0295827,-0.0169767,-0.32302,0.397691,-0.0558376,-2.44273,1.49232,4859.81
0.870447,-0.0154285,0.5,0.977753,-0.148561,0.527785,-0.0982934,0.035259,-0.0134158,-0.321918,0.399397,-0.0555691,-2.42371,1.62748,4854.83
0.869801,-0.0144646,0.5,0.976266,-0.148124,0.527704,-0.148563,0.0436208,-0.008009,-0.319395,0.400979,-0.0554087,-2.38331,1.24919,4849.34
0.869124,-0.0134575,0.5,0.975059,-0.147783,0.527519,-0.120594,0.034074,-0.0184892,-0.317804,0.402977,-0.0550386,-2.46371,1.47613,4861.41
0.868416,-0.0124061,0.5,0.973839,-0.147331,0.527419,-0.121886,0.0452062,-0.00999786,-0.316267,0.404774,-0.0548384,-2.39425,1.43528,4851.25
0.867677,-0.0113095,0.5,0.972337,-0.146899,0.527459,-0.150039,0.0430953,0.00393007,-0.313981,0.406769,-0.0549171,-2.43753,1.23288,4838.81
0.866904,-0.0101669,0.5,0.97125,-0.146394,0.527224,-0.108577,0.0504984,-0.0234315,-0.313037,0.408681,-0.054448,-2.38232,1.5307,4868.41
0.866099,-0.00897737,0.5,0.970055,-0.145813,0.527169,-0.119426,0.0580385,-0.00552591,-0.311868,0.410507,-0.0543374,-2.35934,1.41731,4846.27
0.866099,-0.00897737,0.5,0.968706,-0.145352,0.527079,-0.13476,0.0460607,-0.00892007,-0.307822,0.409123,-0.0541588,-2.43447,1.29428,4852.66
0.865259,-0.00773999,0.5,0.967353,-0.144684,0.526924,-0.135111,0.0667159,-0.0155357,-0.306284,0.410832,-0.0538478,-2.29232,1.29847,4858.25
0.864384,-0.00645394,0.5,0.966178,-0.144149,0.526794,-0.117396,0.0534504,-0.0129275,-0.305383,0.413085,-0.053589,-2.41852,1.41609,4855.49
0.863473,-0.00511836,0.5,0.964922,-0.143514,0.526539,-0.125464,0.0634468,-0.0254799,-0.304347,0.415187,-0.0530789,-2.34394,1.3348,4868.05
0.862527,-0.00373246,0.5,0.963471,-0.14294,0.526455,-0.14502,0.0573314,-0.00847347,-0.302832,0.417623,-0.0529093,-2.41917,1.2043,4849.63
0.861543,-0.00229544,0.5,0.962108,-0.142145,0.526399,-0.136165,0.0794484,-0.00560333,-0.301695,0.419548,-0.0527971,-2.27322,1.27743,4849.35
0.861543,-0.00229544,0.5,0.960819,-0.141427,0.526237,-0.128793,0.0716761,-0.0161073,-0.297827,0.417396,-0.0524746,-2.32598,1.29134,4860.45
0.860521,-0.000806509,0.5,0.959475,-0.140764,0.526042,-0.134277,0.066244,-0.0195015,-0.29686,0.419873,-0.0520842,-2.37421,1.24362,4862.38
0.859461,0.000735071,0.5,0.958206,-0.139966,0.526001,-0.126715,0.0797372,-0.00409084,-0.296236,0.422103,-0.0520023,-2.29757,1.30152,4846.77
0.858362,0.00233003,0.5,0.956855,-0.139215,0.525781,-0.138324,0.0768723,-0.0224976,-0.295481,0.424636,-0.0515629,-2.33564,1.20495,4867.52
0.857222,0.00397907,0.5,0.955549,-0.138428,0.525692,-0.13046,0.078655,-0.00897366,-0.294982,0.427221,-0.0513833,-2.34412,1.27146,4851.57
0.856042,0.00568287,0.5,0.954152,-0.137579,0.525514,-0.139595,0.0848002,-0.0177627,-0.294329,0.429786,-0.0510277,-2.31394,1.19508,4862.35
0.854821,0.00744207,0.5,0.952748,-0.136737,0.52533,-0.140292,0.08416,-0.018382,-0.29378,0.432537,-0.0506597,-2.34116,1.19605,4861.87
0.854821,0.00744207,0.5,0.951496,-0.13578,0.525128,-0.125071,0.0956123,-0.0201208,-0.290024,0.429665,-0.0502568,-2.23969,1.27538,4863.56
0.853558,0.00925731,0.5,0.950032,-0.134965,0.525031,-0.146228,0.0813762,-0.00973585,-0.289422,0.432668,-0.0500619,-2.37617,1.11837,4853.54
0.852253,0.0111292,0.5,0.948607,-0.133988,0.524848,-0.142405,0.0976131,-0.0183105,-0.289062,0.435352,-0.0496954,-2.2628,1.16046,4863.52
0.850904,0.0130583,0.5,0.947162,-0.132948,0.524627,-0.144329,0.103921,-0.0220024,-0.288774,0.438018,-0.0492549,-2.24991,1.14172,4865.95
0.849511,0.015045,0.5,0.94578,-0.131933,0.524649,-0.138112,0.101426,0.00219727,-0.288805,0.440933,-0.0492989,-2.30211,1.19242,4842.09
0.848074,0.0170901,0.5,0.94449,-0.130857,0.524449,-0.128805,0.107446,-0.0200672,-0.289248,0.443842,-0.0488971,-2.264,1.24695,4867.93
0.846592,0.0191938,0.5,0.943151,-0.129903,0.524177,-0.133831,0.0952729,-0.0270817,-0.289675,0.447292,-0.048355,-2.37219,1.20555,4871.78
0.845065,0.0213568,0.5,0.941816,-0.128768,0.524072,-0.133319,0.113464,-0.0105457,-0.290254,0.450373,-0.0481439,-2.26279,1.22194,4854.4
0.845065,0.0213568,0.5,0.940372,-0.127797,0.523881,-0.144299,0.0969804,-0.0190727,-0.285921,0.447461,-0.047762,-2.36474,1.11361,4865.85
0.843491,0.0235792,0.5,0.938872,-0.126588,0.523839,-0.149819,0.120805,-0.00420398,-0.286143,0.450501,-0.0476779,-2.21763,1.0958,4849.55
0.841871,0.0258617,0.5,0.937529,-0.1255,0.523639,-0.134182,0.108696,-0.0199421,-0.286975,0.454084,-0.0472786,-2.33656,1.20903,4868.15
0.840203,0.0282044,0.5,0.936125,-0.124208,0.523626,-0.140274,0.12908,-0.00132789,-0.287766,0.457236,-0.0472521,-2.21394,1.16271,4847.02
0.838487,0.0306077,0.5,0.93478,-0.123034,0.523508,-0.134367,0.117227,-0.0117426,-0.288877,0.460926,-0.047017,-2.33077,1.21243,4860.83
0.836724,0.0330719,0.5,0.933633,-0.12179,0.523276,-0.114597,0.124348,-0.0232112,-0.290727,0.464584,-0.0465523,-2.2884,1.35103,4870.71
0.834911,0.0355972,0.5,0.932298,-0.120621,0.523191,-0.133354,0.116729,-0.00855088,-0.29216,0.468655,-0.0463811,-2.37947,1.21668,4854.79
0.834911,0.0355972,0.5,0.930939,-0.119315,0.52318,-0.135772,0.130455,-0.00106588,-0.288083,0.464738,-0.0463598,-2.25034,1.19018,4849.46
0.833049,0.0381838,0.5,0.92984,-0.118037,0.522955,-0.10978,0.127731,-0.0224907,-0.290372,0.468662,-0.0459095,-2.30251,1.38362,4872.35
0.831138,0.0408319,0.5,0.928418,-0.116714,0.522966,-0.142048,0.132109,0.00111947,-0.291841,0.472639,-0.0459319,-2.30624,1.15366,4845.47
0.829176,0.0435415,0.5,0.927039,-0.1155,0.522889,-0.137791,0.121365,-0.00772318,-0.293588,0.477123,-0.0457773,-2.40525,1.22072,4858.5
0.827164,0.0463129,0.5,0.925891,-0.114107,0.522743,-0.114645,0.139082,-0.0145413,-0.296181,0.481261,-0.0454862,-2.29608,1.3898,4863.82
0.825101,0.049146,0.5,0.924727,-0.112633,0.52266,-0.11636,0.147275,-0.00828292,-0.298876,0.485337,-0.0453204,-2.28445,1.37452,4856.67
0.822987,0.0520408,0.5,0.92337,-0.111351,0.522605,-0.13894,0.13131,-0.00565186,-0.301149,0.490175,-0.04521,-2.43211,1.23461,4855.46
0.820821,0.0549973,0.5,0.922003,-0.109967,0.522513,-0.136576,0.138276,-0.0092178,-0.303546,0.494892,-0.0450255,-2.39511,1.28597,4859.45
0.820821,0.0549973,0.5,0.920989,-0.108496,0.522358,-0.101253,0.146903,-0.0154761,-0.300506,0.490481,-0.0447156,-2.30601,1.50063,4865.3
0.818602,0.0580154,0.5,0.919531,-0.107066,0.522373,-0.145651,0.142921,0.00156012,-0.302786,0.495243,-0.0447469,-2.38673,1.18725,4847.36
0.816332,0.0610951,0.5,0.918317,-0.105662,0.522316,-0.121344,0.140249,-0.00574028,-0.305954,0.500271,-0.044632,-2.42688,1.41235,4857.89
0.814009,0.0642361,0.5,0.917189,-0.104211,0.522201,-0.11262,0.14498,-0.0115103,-0.309542,0.50534,-0.0444015,-2.42016,1.46946,4862.55
0.811633,0.0674383,0.5,0.915997,-0.102713,0.522278,-0.119135,0.149602,0.00768745,-0.313092,0.510454,-0.0445554,-2.43346,1.44371,4842.83
0.809203,0.0707013,0.5,0.914727,-0.101271,0.522266,-0.126894,0.1441,-0.00120879,-0.31657,0.515916,-0.0445312,-2.50252,1.4138,4854.81
0.806721,0.0740251,0.5,0.913575,-0.0997204,0.522243,-0.115008,0.154882,-0.00226872,-0.320564,0.521236,-0.0444858,-2.45558,1.52687,4854.46
0.806721,0.0740251,0.5,0.912386,-0.0981986,0.522132,-0.118813,0.152029,-0.0110935,-0.316996,0.516671,-0.0442637,-2.44507,1.45919,4862.81
0.804184,0.0774091,0.5,0.91133,-0.0966511,0.522039,-0.105522,0.154598,-0.00932498,-0.321437,0.522181,-0.044077,-2.46889,1.58832,4860.15
0.801594,0.080853,0.5,0.91016,-0.0949816,0.521949,-0.116914,0.166789,-0.00891411,-0.325696,0.527504,-0.0438986,-2.41951,1.52329,4859.84
0.79895,0.0843565,0.5,0.909171,-0.0933561,0.521933,-0.0988055,0.162392,-0.00161966,-0.330662,0.533138,-0.0438662,-2.49879,1.69007,4853.53
